fight_fighter,opponent,fight_result,kd,str,td,sub,event,event_date,method,round,time
Brad Scott,Jack Hermansson,loss,0 0,0 38,0 1,1 0,UFC Fight Night: Pettis vs. Moreno,"August. 5, 2017",KO/TKO Punch,1,3:50
Brad Scott,Scott Askham,win,1 0,72 86,0 1,0 0,UFC Fight Night: Manuwa vs. Anderson,"March. 18, 2017",S-DEC,3,5:00
Brad Scott,Krzysztof Jotko,loss,0 0,45 59,0 2,0 0,UFC Fight Night: Silva vs Bisping,"February. 27, 2016",U-DEC,3,5:00
Brad Scott,Dylan Andrews,win,0 2,42 25,1 1,1 1,UFC Fight Night: Miocic vs Hunt,"May. 9, 2015",SUB Guillotine Choke,2,4:54
Brad Scott,Claudio Silva,loss,0 0,41 36,0 3,0 0,UFC Fight Night: Gustafsson vs Manuwa,"March. 8, 2014",U-DEC,3,5:00
Brad Scott,Michael Kuiper,win,0 0,14 7,0 1,2 0,UFC Fight Night: Machida vs Munoz,"October. 26, 2013",SUB Guillotine Choke,1,4:17
Brad Scott,Robert Whittaker,loss,0 1,55 83,1 0,0 0,UFC on FX: Sotiropoulos vs Pearson,,U-DEC,3,5:00
,,,,,,,,,,,
Louis Lee Scott,Kaushik Saikumar,win,0 0,66 10,2 0,0 1,DWCS 9.2,"August. 19, 2025",KO/TKO Punches,3,2:20
Zachary Scroggin,Elizeu Zaleski dos Santos,loss,0 0,3 11,0 0,0 0,UFC Fight Night: Magny vs. Prates,"November. 9, 2024",KO/TKO Punches,1,1:15
Mike Seal,Eugene Jackson,loss,0 0,43 26,0 2,0 1,Strikeforce - Revenge,"June. 9, 2006",KO/TKO Punches,2,2:49
Demba Seck,Kurtis Campbell,loss,0 0,2 7,0 2,0 0,DWCS 9.8,"September. 30, 2025",KO/TKO Knee,1,1:20
,,,,,,,,,,,
Kenneth Seegrist,Eric Lawson,loss,0 0,10 4,0 3,3 1,Strikeforce - At the Mansion 2,"September. 20, 2008",SUB Rear Naked Choke,1,3:07
Neil Seery,Alexandre Pantoja,loss,0 1,82 119,0 1,0 1,UFC Fight Night: Nelson vs. Ponzinibbio,"July. 16, 2017",SUB Rear Naked Choke,3,2:31
Neil Seery,Kyoji Horiguchi,loss,0 2,40 72,0 6,1 0,UFC Fight Night: Overeem vs Arlovski,"May. 8, 2016",U-DEC,3,5:00
Neil Seery,Jon Delos Reyes,win,0 0,38 25,2 3,2 0,UFC Fight Night: Holohan vs Smolka,"October. 24, 2015",SUB Guillotine Choke,2,4:12
Neil Seery,Louis Smolka,loss,1 0,21 23,0 6,3 5,UFC 189: Mendes vs McGregor,"July. 11, 2015",U-DEC,3,5:00
Neil Seery,Chris Beal,win,0 0,56 39,1 2,4 0,UFC on FOX: Gustafsson vs Johnson,"January. 24, 2015",U-DEC,3,5:00
Neil Seery,Phil Harris,win,1 0,60 40,2 2,0 0,UFC Fight Night: McGregor vs Brandao,"July. 19, 2014",U-DEC,3,5:00
Neil Seery,Brad Pickett,loss,0 0,47 49,0 4,0 1,UFC Fight Night: Gustafsson vs Manuwa,"March. 8, 2014",U-DEC,3,5:00
Rony Sefo,Kiyoshi Tamura,loss,0 0,0 1,0 1,0 1,PRIDE Shockwave 2003,"December. 31, 2003",SUB Armbar,1,2:20
Ray Sefo,Valentijn Overeem,loss,0 0,3 0,0 1,0 1,Strikeforce - Fedor vs. Silva,"February. 12, 2011",SUB Neck Crank,1,1:37
Ray Sefo,Kevin Jordan,win,0 0,3 12,0 0,0 1,Strikeforce Challengers 3,"September. 25, 2009",SUB Injury,2,0:24
Brendan Seguin,Fernando Gonzalez,win,0 0,39 9,5 0,0 1,WEC 25: McCullough vs. Cope,"January. 20, 2007",U-DEC,3,5:00
,,,,,,,,,,,
Stefan Sekulic,Dwight Grant,loss,0 0,33 49,3 1,1 0,UFC 261: Usman vs. Masvidal 2,"April. 24, 2021",S-DEC,3,5:00
Stefan Sekulic,Ramazan Emeev,loss,0 1,22 36,1 2,0 1,UFC Fight Night: Hunt vs. Oleinik,"September. 15, 2018",U-DEC,3,5:00
Pete Sell,Matt Brown,loss,0 2,0 24,0 0,0 0,UFC 96: Jackson vs Jardine,"March. 7, 2009",KO/TKO Punches,1,1:32
Pete Sell,Joshua Burkman,win,0 0,65 50,1 4,1 0,UFC 90: Silva vs Cote,"October. 25, 2008",U-DEC,3,5:00
Pete Sell,Nate Quarry,loss,1 1,53 64,2 0,0 0,UFC Fight Night: Thomas vs Florian,"September. 19, 2007",KO/TKO Punch,3,0:44
Pete Sell,Thales Leites,loss,0 0,3 56,0 3,2 4,UFC 69: Shootout,"April. 7, 2007",U-DEC,3,5:00
Pete Sell,Scott Smith,loss,0 2,32 26,0 0,0 0,The Ultimate Fighter: The Comeback Finale,"November. 11, 2006",KO/TKO Punch,2,3:25
Pete Sell,Nate Quarry,loss,0 1,2 3,0 0,0 0,UFC Fight Night 1,"August. 6, 2005",KO/TKO Punches,1,0:42
Pete Sell,Phil Baroni,win,0 0,16 17,1 4,1 0,UFC 51: Super Saturday,"February. 5, 2005",SUB Guillotine Choke,3,4:19
Matthew Semelsberger,Charles Radtke,loss,0 0,2 7,0 0,0 0,UFC Fight Night: Magny vs. Prates,"November. 9, 2024",KO/TKO Punches,1,0:51
Matthew Semelsberger,Preston Parsons,loss,0 0,28 47,1 7,2 2,UFC Fight Night: Ankalaev vs. Walker 2,"January. 13, 2024",U-DEC,3,5:00
Matthew Semelsberger,Uros Medic,loss,1 1,52 69,0 1,0 0,UFC 291: Poirier vs. Gaethje 2,"July. 29, 2023",KO/TKO Spinning Back Elbow,3,2:36
Matthew Semelsberger,Jeremiah Wells,loss,2 0,20 36,0 6,0 0,UFC Fight Night: Pavlovich vs. Blaydes,"April. 22, 2023",S-DEC,3,5:00
Matthew Semelsberger,Jake Matthews,win,3 0,45 32,3 1,0 1,UFC Fight Night: Cannonier vs. Strickland,"December. 17, 2022",U-DEC,3,5:00
Matthew Semelsberger,Alex Morono,loss,1 0,74 106,1 0,0 0,UFC 277: Pena vs. Nunes 2,"July. 30, 2022",U-DEC,3,5:00
Matthew Semelsberger,AJ Fletcher,win,0 0,40 34,1 4,0 2,UFC Fight Night: Santos vs. Ankalaev,"March. 12, 2022",U-DEC,3,5:00
Matthew Semelsberger,Martin Sano,win,1 0,3 1,0 0,0 0,UFC 266: Volkanovski vs. Ortega,"September. 25, 2021",KO/TKO Punch,1,0:15
Matthew Semelsberger,Khaos Williams,loss,0 0,64 91,0 0,0 0,UFC Fight Night: Jung vs. Ige,"June. 19, 2021",U-DEC,3,5:00
Matthew Semelsberger,Jason Witt,win,1 0,3 4,0 0,0 0,UFC Fight Night: Edwards vs. Muhammad,"March. 13, 2021",KO/TKO Punch,1,0:16
Matthew Semelsberger,Carlton Minus,win,1 0,118 77,2 0,1 0,UFC Fight Night: Munhoz vs. Edgar,"August. 22, 2020",U-DEC,3,5:00
Andrei Semenov,Denis Kang,loss,0 0,17 29,3 1,0 1,PRIDE Bushido 8,"July. 17, 2005",U-DEC,2,5:00
Andrei Semenov,Ivan Salaverry,loss,0 0,5 43,1 2,1 8,UFC 37: High Impact,"May. 10, 2002",KO/TKO Punches,3,2:27
Andrei Semenov,Ricardo Almeida,win,1 0,5 12,0 1,0 5,UFC 35: Throwdown,"January. 11, 2002",KO/TKO Punch,2,2:01
Mackens Semerzier,Daniel Pineda,loss,0 1,9 14,0 0,0 2,UFC on FX: Alves vs Kampmann,"March. 2, 2012",SUB Armbar,1,2:05
Mackens Semerzier,Robert Peralta,nc,0 2,50 39,1 0,0 0,UFC on FOX: Velasquez vs Dos Santos,"November. 12, 2011",Overturned,3,1:54
Mackens Semerzier,Alex Caceres,win,0 0,9 2,3 0,1 0,UFC Fight Night: Nogueira vs Davis,"March. 26, 2011",SUB Rear Naked Choke,1,3:18
Mackens Semerzier,Cub Swanson,loss,0 0,65 83,3 4,1 0,WEC 52: Faber vs. Mizugaki,"November. 11, 2010",S-DEC,3,5:00
Mackens Semerzier,Javier Vazquez,loss,0 0,2 23,0 2,0 2,WEC 50: Cruz vs. Benavidez,"August. 18, 2010",SUB Rear Naked Choke,2,1:35
Mackens Semerzier,Deividas Taurosevicius,loss,0 0,27 33,1 5,5 1,WEC 46: Varner vs. Henderson,"January. 10, 2010",U-DEC,3,5:00
Mackens Semerzier,Wagnney Fabiano,win,0 0,1 1,0 1,1 0,WEC 43: Cerrone vs. Henderson,"October. 10, 2009",SUB Triangle Choke,1,2:14
,,,,,,,,,,,
YeDam Seo,Shi Ming,loss,0 1,27 38,1 0,0 0,Road to UFC 3.1 + 3.2,"May. 18, 2024",U-DEC,3,5:00
YeDam Seo,Josefine Knutsson,loss,0 0,5 34,0 4,0 0,Road to UFC 1.3,"June. 10, 2022",U-DEC,3,5:00
DongHyun Seo,Kaiwen,loss,0 1,41 28,0 0,0 0,Road to UFC 4.1 + 4.2,"May. 22, 2025",KO/TKO Punches,2,3:21
Kim In Seok,Tatsuya Kawajiri,loss,0 0,3 18,0 1,0 0,PRIDE Bushido 7,"May. 22, 2005",KO/TKO,1,3:28
Ray Seraille,Rex Richards,loss,0 0,3 10,0 0,0 0,Strikeforce - Shamrock vs. Baroni,"June. 22, 2007",KO/TKO Punches,1,0:34
Ivan Serati,Tomasz Drwal,loss,0 0,3 14,0 1,0 0,UFC 93: Franklin vs Henderson,"January. 17, 2009",KO/TKO Punches,1,2:02
Ivan Serati,Vitor Belfort,loss,0 0,2 17,0 1,0 0,Cage Rage 21: Judgement Day,"April. 21, 2007",KO/TKO Punches,1,3:47
Alex Serdyukov,Johny Hendricks,loss,0 1,86 38,2 6,0 0,WEC 39: Brown vs. Garcia,"March. 1, 2009",U-DEC,3,5:00
Alex Serdyukov,Luis Santos,win,0 0,20 22,0 0,0 0,WEC 34: Faber vs. Pulver,"June. 1, 2008",KO/TKO,1,5:00
Alex Serdyukov,Ryan Stonitsch,win,0 0,4 4,0 0,1 0,WEC 33: Marshall vs. Stann,"March. 26, 2008",SUB Triangle Choke,1,1:35
Alex Serdyukov,John Alessio,loss,0 0,1 5,1 0,0 1,WEC 28: Faber vs. Farrar,"June. 3, 2007",SUB Guillotine Choke,1,1:17
Alex Serdyukov,Scott Norton,win,0 0,2 4,0 1,4 0,WEC 26: Condit vs. Alessio,"March. 24, 2007",SUB Guillotine Choke,2,0:57
Alex Serdyukov,John Alessio,loss,0 1,88 53,2 2,0 2,WEC 23: Hot August Fights,"August. 17, 2006",SUB Rear Naked Choke,3,1:52
,,,,,,,,,,,
Matt Serra,Chris Lytle,loss,0 0,124 153,0 0,0 0,UFC 119: Mir vs Cro Cop,"September. 25, 2010",U-DEC,3,5:00
Matt Serra,Frank Trigg,win,1 0,12 6,0 0,0 0,UFC 109: Relentless,"February. 6, 2010",KO/TKO Punch,1,2:23
Matt Serra,Matt Hughes,loss,1 0,14 34,1 3,0 0,UFC 98: Evans vs Machida,"May. 23, 2009",U-DEC,3,5:00
Matt Serra,Georges St-Pierre,loss,0 0,3 42,0 4,0 0,UFC 83: Serra vs St-Pierre 2,,KO/TKO Knees,2,4:45
Matt Serra,Georges St-Pierre,win,2 0,20 6,0 0,0 0,UFC 69: Shootout,,KO/TKO Punches,1,3:25
Matt Serra,Chris Lytle,win,0 0,20 42,1 1,0 0,The Ultimate Fighter: The Comeback Finale,,S-DEC,3,5:00
Matt Serra,Karo Parisyan,loss,1 0,26 56,1 8,0 2,UFC 53: Heavy Hitters,"June. 4, 2005",U-DEC,3,5:00
Matt Serra,Ivan Menjivar,win,0 0,14 8,6 0,0 2,UFC 48: Payback,"June. 19, 2004",U-DEC,3,5:00
Matt Serra,Jeff Curran,win,0 0,45 9,6 0,0 1,UFC 46: Supernatural,"January. 31, 2004",U-DEC,3,5:00
Matt Serra,Din Thomas,loss,0 0,26 29,1 0,0 0,UFC 41: Onslaught,"February. 28, 2003",S-DEC,3,5:00
Matt Serra,BJ Penn,loss,0 0,8 32,1 1,1 0,UFC 39: The Warriors Return,"September. 27, 2002",U-DEC,3,5:00
Matt Serra,Kelly Dullanty,win,0 0,2 0,1 0,3 0,UFC 36: Worlds Collide,"March. 22, 2002",SUB Triangle Choke,1,2:58
Matt Serra,Yves Edwards,win,0 0,9 9,3 0,3 0,UFC 33: Victory in Vegas,"September. 28, 2001",M-DEC,3,5:00
Matt Serra,Shonie Carter,loss,0 2,10 18,2 2,3 0,UFC 31: Locked and Loaded,"May. 4, 2001",KO/TKO Spinning Back Fist,3,4:51
Nick Serra,Benji Radach,loss,0 1,0 26,1 0,2 0,UFC 37.5: As Real As It Gets,"June. 22, 2002",U-DEC,3,5:00
Adrian Serrano,Shonie Carter,loss,0 0,6 26,0 3,0 0,UFC 26: Ultimate Field Of Dreams,"June. 9, 2000",U-DEC,2,5:00
Fredy Serrano,Hector Sandoval,loss,0 0,22 33,0 2,0 2,UFC on FOX: VanZant vs. Waterson,"December. 17, 2016",U-DEC,3,5:00
Fredy Serrano,Ryan Benoit,loss,0 1,22 31,5 0,0 0,UFC 201: Lawler vs. Woodley,"July. 30, 2016",S-DEC,3,5:00
Fredy Serrano,Yao Zhikui,win,0 0,3 1,1 0,0 0,UFC Fight Night: Henderson vs Masvidal,"November. 28, 2015",KO/TKO,1,0:44
Fredy Serrano,Bentley Syler,win,1 0,20 15,2 0,0 0,UFC Fight Night: Maia vs LaFlare,"March. 21, 2015",KO/TKO Punch,3,1:34
Carl Seumanutafa,Lavar Johnson,loss,0 1,0 1,0 0,0 0,Strikeforce Challengers 1,"May. 15, 2009",KO/TKO Punch,1,0:18
Igor Severino,Andre Lima,loss,0 0,36 30,5 1,0 2,UFC Fight Night: Ribas vs. Namajunas,"March. 23, 2024",DQ,2,2:52
Igor Severino,Jhonata Silva,win,2 0,75 37,5 0,0 0,DWCS 7.7,"September. 19, 2023",KO/TKO Punches,2,2:37
Dan Severn,Travis Fulton,win,-- --,-- --,-- --,-- --,WEC 1: Princes of Pain,"June. 30, 2001",U-DEC,3,5:00
Dan Severn,Pedro Rizzo,loss,0 1,0 2,0 0,0 0,UFC 27: Ultimate Bad Boyz,"September. 22, 2000",KO/TKO Kicks,1,1:33
Dan Severn,Kimo Leopoldo,draw,0 0,53 53,2 0,0 0,PRIDE 1,"October. 11, 1997",Other,1,6:00
Dan Severn,Mark Coleman,loss,0 0,2 4,0 0,0 2,UFC 12: Judgement Day,,SUB Scarf Hold,1,2:57
Dan Severn,Ken Shamrock,win,0 0,16 18,0 0,0 0,UFC 9: Motor City Madness,,S-DEC,3,3:00
Dan Severn,Oleg Taktarov,win,0 0,24 8,0 0,0 1,UFC - Ultimate Ultimate '95,,U-DEC,2,3:00
Dan Severn,David Abbott,win,0 0,57 3,1 0,0 0,UFC - Ultimate Ultimate '95,"December. 16, 1995",U-DEC,1,18:00
Dan Severn,Paul Varelans,win,0 0,0 1,1 0,2 0,UFC - Ultimate Ultimate '95,"December. 16, 1995",SUB Arm Triangle,1,1:01
Dan Severn,Ken Shamrock,loss,0 0,2 2,0 0,0 2,UFC 6: Clash of the Titans,,SUB Guillotine Choke,1,2:14
Dan Severn,Dave Beneteau,win,0 0,2 2,1 0,1 0,UFC 5: The Return of the Beast,,SUB Keylock,1,3:01
Dan Severn,Oleg Taktarov,win,0 0,9 0,1 0,0 0,UFC 5: The Return of the Beast,"April. 7, 1995",KO/TKO,1,4:21
Dan Severn,Joe Charles,win,0 0,2 1,1 0,1 0,UFC 5: The Return of the Beast,"April. 7, 1995",SUB Rear Naked Choke,1,1:38
Dan Severn,Royce Gracie,loss,0 0,4 0,1 0,0 3,UFC 4: Revenge of the Warriors,,SUB Triangle Choke,1,15:49
Dan Severn,Marcus Bossett,win,0 0,0 1,1 0,1 0,UFC 4: Revenge of the Warriors,"December. 16, 1994",SUB Arm Triangle,1,0:52
Dan Severn,Anthony Macias,win,0 0,0 8,2 0,1 0,UFC 4: Revenge of the Warriors,"December. 16, 1994",SUB Rear Naked Choke,1,1:45
Rosi Sexton,Jessica Andrade,loss,0 0,88 206,1 1,0 0,UFC Fight Night: Machida vs Munoz,"October. 26, 2013",U-DEC,3,5:00
Rosi Sexton,Alexis Davis,loss,0 0,34 44,1 0,0 3,UFC 161: Evans vs Henderson,"June. 15, 2013",U-DEC,3,5:00
Rosi Sexton,Gina Carano,loss,0 1,10 46,0 0,0 1,WPFC 1,"September. 15, 2006",KO/TKO Punch,2,4:55
Rodrigo Sezinando,Daniil Donchenko,loss,0 1,10 39,1 1,0 0,UFC Fight Night: Lopes vs. Silva,,KO/TKO Punches,1,4:27
Scott Shaffer,Zach Skinner,loss,0 0,36 8,0 5,3 1,Strikeforce - At the Dome,"February. 23, 2008",U-DEC,3,5:00
Edmen Shahbazyan,Andre Muniz,win,1 0,25 15,0 1,0 0,UFC 320: Ankalaev vs. Pereira 2,"October. 4, 2025",KO/TKO Elbows,1,4:58
Edmen Shahbazyan,Andre Petroski,win,1 0,53 34,0 2,0 0,UFC Fight Night: Usman vs. Buckley,"June. 14, 2025",U-DEC,3,5:00
Edmen Shahbazyan,Dylan Budka,win,1 0,7 1,0 0,0 0,UFC Fight Night: Cannonier vs. Rodrigues,"February. 15, 2025",KO/TKO Punch,1,1:35
Edmen Shahbazyan,Gerald Meerschaert,loss,0 0,48 21,0 1,0 1,UFC Fight Night: Cannonier vs. Borralho,"August. 24, 2024",SUB Arm Triangle,2,4:12
Edmen Shahbazyan,AJ Dobson,win,1 0,27 15,1 0,0 0,UFC Fight Night: Ribas vs. Namajunas,"March. 23, 2024",KO/TKO Punches,1,4:33
Edmen Shahbazyan,Anthony Hernandez,loss,0 0,30 63,1 6,1 4,UFC Fight Night: Dern vs. Hill,"May. 20, 2023",KO/TKO Elbows,3,1:01
Edmen Shahbazyan,Dalcha Lungiambula,win,0 0,54 23,0 0,0 0,UFC 282: Blachowicz vs. Ankalaev,"December. 10, 2022",KO/TKO Punches,2,4:41
Edmen Shahbazyan,Nassourdine Imavov,loss,0 0,22 42,1 0,0 4,UFC 268: Usman vs. Covington 2,"November. 6, 2021",KO/TKO Elbows,2,4:52
Edmen Shahbazyan,Jack Hermansson,loss,0 0,40 55,0 3,1 0,UFC Fight Night: Font vs. Garbrandt,"May. 22, 2021",U-DEC,3,5:00
Edmen Shahbazyan,Derek Brunson,loss,0 0,35 88,0 4,0 0,UFC Fight Night: Brunson vs. Shahbazyan,"August. 1, 2020",KO/TKO Punches,3,0:26
Edmen Shahbazyan,Brad Tavares,win,2 0,14 3,0 0,0 0,UFC 244: Masvidal vs. Diaz,"November. 2, 2019",KO/TKO Kick,1,2:27
Edmen Shahbazyan,Jack Marshman,win,0 0,13 0,1 0,1 0,UFC 239: Jones vs. Santos,"July. 6, 2019",SUB Rear Naked Choke,1,1:12
Edmen Shahbazyan,Charles Byrd,win,1 0,13 1,0 0,0 0,UFC 235: Jones vs. Smith,"March. 2, 2019",KO/TKO Elbows,1,0:38
Edmen Shahbazyan,Darren Stewart,win,0 0,22 34,8 1,0 0,The Ultimate Fighter: Heavy Hitters Finale,"November. 30, 2018",S-DEC,3,5:00
Edmen Shahbazyan,Antonio Jones,win,1 0,20 5,0 0,0 0,DWCS 2.5,"July. 17, 2018",KO/TKO Punches,1,0:40
Leon Shahbazyan,Phil Rowe,loss,1 1,65 84,1 0,0 0,DWCS 3.9,"August. 20, 2019",KO/TKO Punches,3,0:16
Don Shainis,Jack Jenkins,loss,0 0,50 82,1 4,2 0,UFC 284: Makhachev vs. Volkanovski,"February. 11, 2023",U-DEC,3,5:00
Don Shainis,Sodiq Yusuff,loss,0 0,3 9,0 0,0 1,UFC Fight Night: Dern vs. Yan,"October. 1, 2022",SUB Guillotine Choke,1,0:30
Liliya Shakirova,Lauren Murphy,loss,0 0,23 22,0 1,0 1,UFC 254: Khabib vs. Gaethje,"October. 24, 2020",SUB Rear Naked Choke,2,3:31
Kamal Shalorus,Rafael Dos Anjos,loss,0 1,2 5,0 0,0 1,UFC on FUEL TV: Korean Zombie vs Poirier,"May. 15, 2012",SUB Rear Naked Choke,1,1:40
Kamal Shalorus,Khabib Nurmagomedov,loss,0 1,13 35,0 3,0 1,UFC on FX: Guillard vs Miller,"January. 20, 2012",SUB Rear Naked Choke,3,2:08
Kamal Shalorus,Jim Miller,loss,0 1,26 43,1 1,0 2,UFC 128: Shogun vs Jones,"March. 19, 2011",KO/TKO Knee,3,2:15
Kamal Shalorus,Bart Palaszewski,win,0 0,64 51,4 0,0 0,WEC 53: Henderson vs. Pettis,"December. 16, 2010",S-DEC,3,5:00
Kamal Shalorus,Jamie Varner,draw,0 0,56 40,1 0,0 0,WEC 49: Varner vs. Shalorus,"June. 20, 2010",S-DEC,3,5:00
Kamal Shalorus,Dave Jansen,win,1 0,46 43,4 0,0 0,WEC 46: Varner vs. Henderson,"January. 10, 2010",U-DEC,3,5:00
Kamal Shalorus,Will Kerr,win,2 0,15 0,0 0,0 0,WEC 44: Brown vs. Aldo,"November. 18, 2009",KO/TKO,1,1:26
Ken Shamrock,Tito Ortiz,loss,0 0,0 18,0 1,0 0,Ortiz vs Shamrock 3: The Final Chapter,"October. 10, 2006",KO/TKO Punches,1,2:23
Ken Shamrock,Tito Ortiz,loss,0 0,0 11,0 1,0 0,UFC 61: Bitter Rivals,"July. 8, 2006",KO/TKO Elbows,1,1:18
Ken Shamrock,Kazushi Sakuraba,loss,0 1,1 5,0 0,0 0,PRIDE 30: Fully Loaded,"October. 23, 2005",KO/TKO Punch,1,2:27
Ken Shamrock,Rich Franklin,loss,0 0,0 23,1 0,2 0,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April. 9, 2005",KO/TKO Punches,1,2:42
Ken Shamrock,Kimo Leopoldo,win,1 0,12 4,0 0,0 0,UFC 48: Payback,"June. 19, 2004",KO/TKO Knee,1,1:26
Ken Shamrock,Tito Ortiz,loss,0 0,12 74,0 3,0 1,UFC 40: Vendetta,,KO/TKO,3,5:00
Ken Shamrock,Don Frye,loss,0 1,43 65,0 0,5 1,PRIDE 19: Bad Blood,"February. 24, 2002",S-DEC,3,5:00
Ken Shamrock,Kazuyuki Fujita,loss,0 0,29 15,0 0,1 0,PRIDE 10: Return of the Warriors,"August. 27, 2000",KO/TKO,1,6:46
Ken Shamrock,Alexander Otsuka,win,1 0,44 12,1 0,1 0,PRIDE Grand Prix 2000 Finals,"May. 1, 2000",KO/TKO Punches,1,9:43
Ken Shamrock,Brian Johnston,win,0 0,22 1,1 0,1 0,UFC - Ultimate Ultimate '96,"December. 7, 1996",SUB Forearm Choke,1,5:48
Ken Shamrock,Dan Severn,loss,0 0,18 16,0 0,0 0,UFC 9: Motor City Madness,,S-DEC,3,3:00
Ken Shamrock,Kimo Leopoldo,win,0 0,0 4,1 0,2 0,UFC 8: David vs Goliath,,SUB Kneebar,1,4:24
Ken Shamrock,Oleg Taktarov,draw,0 0,29 4,1 0,1 0,UFC 7: The Brawl in Buffalo,,Other,2,3:00
Ken Shamrock,Dan Severn,win,0 0,2 2,0 0,2 0,UFC 6: Clash of the Titans,,SUB Guillotine Choke,1,2:14
Ken Shamrock,Royce Gracie,draw,0 0,10 3,1 0,0 0,UFC 5: The Return of the Beast,,Other,2,5:00
Ken Shamrock,Felix Lee Mitchell,win,0 0,4 3,1 0,1 0,UFC 3: The American Dream,"September. 9, 1994",SUB Rear Naked Choke,1,4:34
Ken Shamrock,Christophe Leninger,win,0 0,8 1,1 0,0 0,UFC 3: The American Dream,"September. 9, 1994",KO/TKO Punches,1,4:49
Ken Shamrock,Royce Gracie,loss,0 0,0 0,0 0,0 1,UFC 1: The Beginning,"November. 12, 1993",SUB Rear Naked Choke,1,0:57
Ken Shamrock,Patrick Smith,win,0 0,1 4,1 0,2 0,UFC 1: The Beginning,"November. 12, 1993",SUB Heel Hook,1,1:49
Frank Shamrock,Nick Diaz,loss,0 1,22 65,0 3,0 0,Strikeforce - Shamrock vs. Diaz,"April. 11, 2009",KO/TKO Punches,2,3:57
Frank Shamrock,Cung Le,loss,0 0,54 75,1 0,0 0,Strikeforce - Shamrock vs. Le,,KO/TKO,3,5:00
Frank Shamrock,Phil Baroni,win,1 0,101 43,0 3,2 0,Strikeforce - Shamrock vs. Baroni,,SUB Rear Naked Choke,2,4:15
Frank Shamrock,Renzo Gracie,loss,0 0,14 11,0 3,0 0,EliteXC - Destiny,"February. 10, 2007",DQ,2,2:00
Frank Shamrock,Cesar Gracie,win,1 0,6 0,0 0,0 0,Strikeforce - Shamrock vs. Gracie,"March. 10, 2006",KO/TKO Punch,1,0:21
Frank Shamrock,Bryan Pardoe,win,0 0,4 3,0 1,1 0,WEC 6: Return of a Legend,,SUB Armbar,1,1:46
Frank Shamrock,Tito Ortiz,win,0 0,31 20,0 8,1 0,UFC 22: Only One Can be Champion,,KO/TKO Punches,4,4:42
Frank Shamrock,John Lober,win,2 0,23 4,0 3,4 1,UFC - Ultimate Brazil,,SUB Neck Crank,1,7:40
Frank Shamrock,Jeremy Horn,win,0 0,20 14,0 5,3 0,UFC 17: Redemption,,SUB Kneebar,2,1:28
Frank Shamrock,Igor Zinoviev,win,0 0,2 0,1 0,0 0,UFC 16: Battle in the Bayou,,KO/TKO Slam,1,0:22
Frank Shamrock,Kevin Jackson,win,0 0,1 2,0 1,1 0,UFC - Ultimate Japan,,SUB Armbar,1,0:16
Shang Zhifa,Juan Puerta,loss,0 0,19 19,2 1,0 0,DWCS 5.10,"November. 2, 2021",S-DEC,3,5:00
Sean Sharaf,Steven Asplund,loss,0 0,66 170,0 0,0 0,UFC Fight Night: Royval vs. Kape,"December. 13, 2025",KO/TKO Punches,2,3:49
Sean Sharaf,Junior Tafa,loss,0 0,53 71,1 0,0 0,UFC Fight Night: Royval vs. Taira,"October. 12, 2024",KO/TKO Punches,2,2:15
Priya Sharma,Dong Huaxiang,loss,0 0,20 48,0 4,0 0,Road to UFC 3.1 + 3.2,"May. 18, 2024",U-DEC,3,5:00
Jason Sharp,Jeremiah Riggs,loss,-- --,-- --,-- --,-- --,Strikeforce Challengers 12,"November. 19, 2010",U-DEC,3,5:00
Jason Sharp,Pro Escobedo,loss,-- --,-- --,-- --,-- --,Strikeforce Challengers 8,"May. 21, 2010",U-DEC,3,5:00
Eric Shelton,Jordan Espinosa,loss,0 0,25 47,0 1,0 0,UFC Fight Night: Thompson vs. Pettis,"March. 23, 2019",U-DEC,3,5:00
Eric Shelton,Joseph Morales,win,0 0,16 24,7 1,0 4,UFC Fight Night: Korean Zombie vs. Rodriguez,"November. 10, 2018",S-DEC,3,5:00
Eric Shelton,Alex Perez,loss,0 0,41 29,0 5,0 0,UFC Fight Night: Emmett vs. Stephens,"February. 24, 2018",U-DEC,3,5:00
Eric Shelton,Jenel Lausa,win,0 0,86 5,5 1,0 2,UFC Fight Night: Werdum vs. Tybura,"November. 18, 2017",U-DEC,3,5:00
Eric Shelton,Jarred Brooks,loss,0 0,31 27,1 5,1 1,UFC 214: Cormier vs. Jones 2,"July. 29, 2017",S-DEC,3,5:00
Eric Shelton,Alexandre Pantoja,loss,0 0,32 37,4 1,0 2,UFC on FOX: Shevchenko vs. Pena,"January. 28, 2017",S-DEC,3,5:00
Sean Sherk,Evan Dunham,win,0 0,38 75,5 0,0 7,UFC 119: Mir vs Cro Cop,"September. 25, 2010",S-DEC,3,5:00
Sean Sherk,Frankie Edgar,loss,0 0,27 74,1 1,0 1,UFC 98: Evans vs Machida,"May. 23, 2009",U-DEC,3,5:00
Sean Sherk,Tyson Griffin,win,0 0,92 74,3 0,0 0,UFC 90: Silva vs Cote,"October. 25, 2008",U-DEC,3,5:00
Sean Sherk,BJ Penn,loss,0 1,46 122,0 0,0 0,UFC 84: Ill Will,,KO/TKO Flying Knee,3,5:00
