reach_diff,age_diff,height_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,str_def_total_diff,td_avg_diff,td_acc_total_diff,td_def_total_diff,sub_avg_diff,wins_total_diff,losses_total_diff,target
0.0,-6.0,-2.539999999999992,-0.3099999999999996,1.17,-0.1499999999999999,-0.0799999999999999,0.38,0.1,0.03,0.1,1,2,1
0.0,1.0,7.6200000000000045,-0.6299999999999999,0.29,0.0899999999999999,-0.0399999999999999,0.49,0.26,-0.0999999999999999,0.5,23,14,0
-5.0800000000000125,-1.0,-5.079999999999984,1.3200000000000005,0.7599999999999998,-0.02,0.0999999999999999,-2.11,-0.14,0.02,-0.1,-1,-2,1
-15.240000000000007,9.0,-2.539999999999992,-1.2499999999999996,-0.0699999999999998,-0.1,-0.0499999999999999,3.44,-0.53,-0.07,0.4,5,7,1
-12.700000000000015,-1.0,-7.619999999999976,2.5600000000000005,1.3099999999999998,0.0,-0.01,-2.4000000000000004,0.0,0.2199999999999999,-0.0999999999999998,-7,0,0
-10.159999999999997,4.0,-5.0800000000000125,-3.87,1.2800000000000002,-0.09,-0.03,-1.17,-0.16,-0.39,-0.8,10,6,0
0.0,-6.0,2.5400000000000205,-1.8099999999999996,-3.959999999999999,0.0499999999999999,0.0399999999999999,1.54,0.27,0.0,2.6,-4,-9,1
10.159999999999997,4.0,5.079999999999984,0.5599999999999996,-0.5900000000000003,0.1,-0.1299999999999999,-1.1800000000000002,0.1699999999999999,0.46,0.1999999999999999,-5,-2,1
-2.539999999999992,-12.0,0.0,4.01,1.16,0.09,0.12,-0.8699999999999999,0.08,0.16,-0.6,-1,-4,1
7.6200000000000045,-6.0,-2.539999999999992,-1.4400000000000004,-3.39,0.2499999999999999,0.0099999999999999,1.01,0.26,0.0599999999999999,2.1,6,-3,1
10.159999999999997,-5.0,2.539999999999992,1.36,-0.1699999999999999,0.0799999999999999,0.17,-2.0,0.05,0.38,0.0,9,7,0
0.0,7.0,7.6200000000000045,-0.0700000000000002,0.74,0.0,0.0299999999999999,-1.5,-0.0199999999999999,0.05,0.9,1,3,0
15.240000000000007,-9.0,12.699999999999989,-0.1200000000000001,0.8899999999999997,-0.04,-0.21,-0.3199999999999999,0.18,0.01,0.8999999999999999,-17,-8,1
7.6200000000000045,0.0,7.6200000000000045,2.45,0.1899999999999999,-0.1,0.05,-0.7599999999999999,-0.09,-0.1199999999999999,-1.3,-2,5,0
2.539999999999992,-1.0,2.5400000000000205,0.2200000000000002,0.3199999999999998,0.12,0.03,2.33,0.2699999999999999,0.28,1.1,-2,-8,1
2.5400000000000205,7.0,-2.539999999999992,-0.9699999999999998,-1.5,-0.0799999999999999,0.0699999999999999,2.6799999999999997,-0.24,0.03,-0.0999999999999999,25,16,0
-7.6200000000000045,-1.0,-2.539999999999992,0.4699999999999997,1.2599999999999998,0.01,0.0,-1.61,0.0,-0.13,-0.7,-6,-1,0
-7.6200000000000045,2.0,-2.5400000000000205,0.0300000000000002,0.1200000000000001,0.02,0.01,1.48,-0.02,0.05,1.0,11,6,1
12.700000000000015,1.0,10.159999999999997,2.13,4.05,0.1099999999999999,-0.1499999999999999,-2.69,-0.52,-0.73,8.700000000000001,-4,-4,0
0.0,6.0,0.0,2.12,1.87,-0.01,0.0,-0.8699999999999999,-0.2,0.18,-1.5,1,-2,1
